Game ID,Home Team,Home Shots,Home Shots Used,Home CHAD,Away Team,Away Shots,Away Shots Used,Away CHAD
21500627,DEN,83,11,247.0753358,OKC,97,8,444.1758985
21500628,PHX,81,74,213.3846609,IND,83,73,268.9057276
21500629,ORL,84,77,226.0704291,PHI,74,70,253.7579634
21500630,WAS,86,86,295.735282,MIA,68,68,325.9598356
21500631,BKN,84,0,,CLE,77,0,
21500632,NYK,90,89,371.886014,UTA,86,85,370.3745633
21500633,TOR,83,9,286.4959438,BOS,85,5,270.9595458
21500634,CHI,100,23,227.5075207,GSW,95,23,246.4492067
21500635,HOU,95,76,226.5788691,DET,80,61,263.3207301
21500636,OKC,83,82,373.9514975,CHA,81,81,356.232334
21500637,DAL,97,5,232.4520343,MIN,91,3,190.492274
21500638,LAL,90,87,264.0471935,SAC,89,89,264.2938966
21500639,POR,94,93,254.0597136,ATL,87,85,236.4732797
21500641,NOP,86,0,,DET,91,0,
21500642,DEN,80,7,281.1586734,MEM,72,6,212.6130627
21500645,ORL,91,43,179.0081974,CHA,101,57,202.8861328
21500646,BOS,96,52,233.6109961,CHI,89,59,212.1226985
21500647,BKN,75,0,,UTA,75,1,187.0158557
21500648,NYK,85,83,415.8958119,LAC,76,76,408.2797786
21500649,TOR,75,3,176.0928731,MIA,81,7,274.7002444
21500650,HOU,94,51,222.7358349,MIL,85,41,194.9732563
21500651,DAL,87,1,384.9332875,OKC,91,0,
21500652,GSW,90,86,362.1800666,IND,95,92,391.5412814
21500653,LAL,84,83,260.6016046,SAS,85,84,272.6563245
21500655,CHA,82,31,235.5197064,NYK,77,26,188.0332263
21500657,NOP,94,2,263.6992665,MIL,74,0,
21500658,MIN,68,1,523.9247906,MEM,79,4,451.0550095
21500659,CLE,94,0,,CHI,87,0,
21500660,PHX,85,49,225.1078839,ATL,84,37,219.6504347
21500661,DEN,78,2,416.9078151,DET,84,3,386.9966624
21500662,POR,93,68,234.4743932,LAL,69,57,229.3075578
21500663,SAC,85,17,292.2394005,IND,86,21,265.4372819
